26.20,3.49,250.95

28.16,3.49,252.97

30.12,6.47,253.98

32.08,6.47,251.96

32.08,0.52,249.94

27.18,7.46,256.00

26.20,5.48,253.98

29.14,6.47,251.96

30.12,3.49,254.99

30.12,8.45,254.99

30.12,2.50,249.94

26.20,5.48,253.98

27.18,3.49,256.00

30.12,4.48,252.97

30.12,3.49,247.92

29.14,3.49,251.96

27.18,7.46,253.98

30.12,8.45,254.99

32.08,8.45,251.96

30.12,3.49,250.95

26.20,2.50,250.95

27.18,4.48,254.99

31.10,8.45,254.99

32.08,5.48,249.94

31.10,6.47,253.98

30.12,3.49,251.96

24.24,2.50,251.96

25.22,5.48,253.98

29.14,8.45,254.99

32.08,4.48,250.95

32.08,6.47,251.96

29.14,6.47,253.98

30.12,5.48,251.96

27.18,6.47,253.98

30.12,5.48,253.98

28.16,6.47,254.99

33.06,3.49,250.95

31.10,3.49,251.96

31.10,8.45,252.97

31.10,3.49,252.97

30.12,4.48,249.94

26.20,4.48,252.97

30.12,4.48,251.96

31.10,6.47,254.99

35.02,6.47,250.95

32.08,3.49,250.95

27.18,5.48,252.97

27.18,0.52,250.95

27.18,5.48,254.99

32.08,9.44,253.98

34.04,3.49,249.94

31.10,6.47,253.98

30.12,5.48,254.99

31.10,4.48,252.97

29.14,4.48,252.97

30.12,5.48,253.98

31.10,5.48,251.96

33.06,4.48,250.95

31.10,8.45,250.95

31.10,5.48,254.99

31.10,10.43,256.00

31.10,7.46,252.97

28.16,6.47,250.95

22.28,7.46,261.05

27.18,12.41,257.01

13.46,2.50,256.00

-1.25,-1.46,258.02

9.53,-3.44,250.95

-1.25,-13.34,253.98

12.48,-20.27,254.99

38.95,24.29,241.86

52.67,34.19,256.00

72.28,-13.34,236.81

116.39,-3.44,206.51

141.88,7.46,211.56

141.88,2.50,217.62

146.79,13.40,228.73

117.38,19.34,233.78

86.98,11.42,239.84

86.98,-1.46,230.75

125.22,-13.34,202.46

157.57,5.48,210.55

158.55,13.40,209.54

122.28,4.48,203.47

119.34,-14.33,195.39

155.61,-1.46,185.29

182.08,7.46,188.32

205.61,13.40,171.15

194.82,-1.46,169.13

163.45,-3.44,179.23

160.51,6.47,186.30

196.79,17.36,168.12

201.69,5.48,164.08

201.69,-4.43,154.99

201.69,-6.41,150.95

198.75,3.49,158.02

195.81,3.49,157.01

190.90,3.49,150.95

202.67,-12.35,136.81

210.51,-7.40,130.75

227.18,-0.47,129.74

243.84,18.35,129.74

230.12,-0.47,123.68

220.31,0.52,120.65

218.35,-5.42,111.56

228.16,-2.45,104.48

243.84,1.51,99.43

252.67,2.50,97.41

253.65,-0.47,82.26

225.22,-5.42,94.38

212.47,-8.39,103.47

247.76,-6.41,79.23

269.33,5.48,80.24

261.49,-6.41,77.21

235.02,-10.37,87.31

207.57,-10.37,118.63

223.26,19.34,93.37

226.20,15.38,118.63

259.53,19.34,92.36

247.76,-14.33,74.18

230.12,-16.31,78.22

229.14,-10.37,88.32

250.71,0.52,80.24

246.78,7.46,79.23

236.98,-10.37,80.24

233.06,-10.37,73.17

234.04,-2.45,89.33

239.92,1.51,89.33

241.88,6.47,76.20

237.96,-2.45,86.30

235.02,-2.45,84.28

233.06,0.52,79.23

231.10,7.46,96.40

239.92,7.46,80.24

241.88,-4.43,74.18

235.02,-3.44,73.17

231.10,-4.43,81.25

236.00,6.47,89.33

241.88,14.39,74.18

251.69,-8.39,69.13

234.04,-6.41,62.06

224.24,3.49,61.05

238.94,1.51,67.11

257.57,2.50,65.09

239.92,8.45,56.00

241.88,-6.41,57.01

280.12,-3.44,-30.87

284.04,-10.37,-11.68

236.00,4.48,40.85

248.75,-0.47,24.69

261.49,-3.44,4.48

265.41,-10.37,2.46

274.23,-16.31,-11.68

256.59,-15.32,4.48

243.84,-14.33,8.53

247.76,3.49,30.75

253.65,19.34,24.69

248.75,-9.38,16.61

256.59,-16.31,1.45

252.67,-18.29,3.47

259.53,-2.45,5.49

254.63,6.47,15.60

245.80,-6.41,13.58

254.63,-8.39,14.59

248.75,-0.47,16.61

254.63,-8.39,11.56

261.49,-4.43,4.48

242.86,-5.42,22.67

258.55,1.51,10.55

250.71,-7.40,17.62

259.53,-7.40,9.54

254.63,-3.44,13.58

256.59,-5.42,14.59

252.67,-2.45,21.66

245.80,-0.47,26.71

247.76,-1.46,30.75

249.73,9.44,27.72

249.73,-5.42,25.70

246.78,-2.45,28.73

256.59,-3.44,16.61

248.75,-0.47,26.71

254.63,1.51,22.67

251.69,-2.45,23.68

248.75,-10.37,22.67

249.73,6.47,29.74

248.75,-0.47,25.70

253.65,-3.44,23.68

252.67,-3.44,23.68

253.65,-0.47,23.68

252.67,-1.46,27.72

251.69,-0.47,25.70

253.65,0.52,25.70

253.65,-5.42,23.68

251.69,-0.47,23.68

250.71,-10.37,24.69

252.67,9.44,28.73

249.73,-0.47,31.76

256.59,-0.47,23.68

251.69,-8.39,24.69

257.57,3.49,20.65

251.69,-2.45,26.71

250.71,-5.42,22.67

248.75,-3.44,31.76

250.71,5.48,29.74

250.71,2.50,34.79

252.67,0.52,28.73

245.80,-5.42,31.76

252.67,0.52,26.71

252.67,4.48,33.78

250.71,0.52,30.75

250.71,-2.45,30.75

252.67,-5.42,23.68

248.75,1.51,31.76

255.61,0.52,26.71

248.75,0.52,31.76

255.61,-0.47,26.71

253.65,-0.47,26.71

254.63,-1.46,27.72

251.69,4.48,41.86

262.47,5.48,23.68

259.53,10.43,35.80

266.39,9.44,27.72

264.43,-12.35,26.71

257.57,-13.34,32.77

243.84,6.47,48.93

249.73,9.44,66.10

256.59,7.46,56.00

245.80,0.52,69.13

233.06,13.40,84.28

230.12,-0.47,85.29

238.94,-6.41,88.32

249.73,-0.47,86.30

253.65,-11.36,75.19

254.63,-9.38,72.16

242.86,-23.24,82.26

232.08,-15.32,87.31

229.14,0.52,96.40

227.18,-6.41,98.42

218.35,1.51,101.45

231.10,-6.41,227.72

155.61,-8.39,199.43

232.08,-17.30,118.63

200.71,-4.43,168.12

186.00,-2.45,166.10

181.10,-7.40,165.09

162.47,-11.36,176.20

157.57,-27.20,179.23

152.67,-18.29,189.33

156.59,-14.33,192.36

158.55,-5.42,194.38

145.81,-5.42,201.45

154.63,-20.27,197.41

151.69,-8.39,201.45

144.83,-7.40,206.51

136.00,-29.18,208.53

137.96,-10.37,213.58

144.83,-4.43,203.47

119.34,-11.36,222.67

116.39,-12.35,230.75

112.47,3.49,218.63

95.81,-13.34,234.79

92.87,-19.28,235.80

99.73,-17.30,221.66

71.30,-19.28,238.83

59.53,-2.45,236.81

45.81,5.48,253.98

59.53,-2.45,232.77

36.98,-14.33,249.94

41.89,-18.29,236.81

51.69,-3.44,242.87

36.00,-14.33,250.95

23.26,-13.34,257.01

34.04,4.48,250.95

37.96,8.45,258.02

34.04,-7.40,249.94

29.14,-15.32,248.93

36.00,-1.46,248.93

31.10,2.50,258.02

40.91,1.51,253.98

38.95,-4.43,250.95

31.10,-4.43,248.93

18.36,-7.40,250.95

17.38,-5.42,248.93

13.46,-5.42,259.03

11.49,6.47,261.05

19.34,2.50,260.04

21.30,-1.46,256.00

20.32,4.48,256.00

26.20,4.48,258.02

16.40,26.27,270.14

21.30,-7.40,270.14

52.67,15.38,241.86

50.71,0.52,254.99

65.42,-27.20,241.86

51.69,-21.26,246.91

58.55,-68.78,239.84

77.18,-80.66,220.65

66.40,-51.95,225.70

75.22,-55.91,224.69

77.18,-48.98,244.89

78.16,-40.07,252.97

82.08,-81.65,233.78

67.38,-76.70,223.68

46.79,-49.97,241.86

61.49,-33.14,230.75

35.02,-35.12,248.93

46.79,-54.92,234.79

59.53,-80.66,243.88

48.75,-82.64,239.84

23.26,-96.50,232.77

12.48,-110.36,219.64

28.16,-84.62,241.86

71.30,-64.82,256.00

62.47,-74.72,252.97

36.98,-87.59,241.86

22.28,-82.64,223.68

25.22,-85.61,241.86

43.85,-79.67,237.82

52.67,-68.78,246.91

35.02,-84.62,237.82

30.12,-80.66,240.85

23.26,-68.78,242.87

16.40,-64.82,234.79

34.04,-75.71,250.95

47.77,-88.58,244.89

21.30,-88.58,243.88

8.55,-67.79,229.74

5.61,-79.67,239.84

30.12,-83.63,247.92

31.10,-78.68,247.92

13.46,-71.75,237.82

11.49,-75.71,239.84

17.38,-75.71,245.90

25.22,-91.55,247.92

23.26,-68.78,242.87

12.48,-68.78,243.88

6.59,-64.82,236.81

16.40,-74.72,246.91

23.26,-76.70,243.88

22.28,-73.73,247.92

18.36,-59.87,238.83

1.69,-75.71,247.92

8.55,-81.65,239.84

12.48,-86.60,251.96

16.40,-71.75,243.88

14.44,-56.90,246.91

15.42,-51.95,239.84

12.48,-70.76,246.91

16.40,-71.75,246.91

13.46,-73.73,249.94

12.48,-72.74,244.89

7.57,-70.76,241.86

11.49,-67.79,245.90

13.46,-71.75,242.87

12.48,-73.73,247.92

6.59,-69.77,245.90

10.51,-75.71,242.87

13.46,-71.75,247.92

16.40,-67.79,246.91

14.44,-69.77,246.91

16.40,-62.84,246.91

7.57,-67.79,244.89

8.55,-66.80,246.91

17.38,-73.73,244.89

13.46,-62.84,248.93

14.44,-67.79,242.87

13.46,-70.76,245.90

12.48,-65.81,245.90

11.49,-64.82,244.89

12.48,-66.80,247.92

16.40,-68.78,246.91

18.36,-60.86,248.93

15.42,-56.90,245.90

15.42,-55.91,246.91

17.38,-61.85,247.92

19.34,-55.91,251.96

10.51,-79.67,245.90

14.44,-72.74,246.91

17.38,-69.77,245.90

14.44,-60.86,246.91

13.46,-42.05,249.94

20.32,-52.94,249.94

16.40,-46.01,248.93

15.42,-48.98,247.92

13.46,-58.88,246.91

20.32,-49.97,249.94

13.46,-54.92,249.94

13.46,-47.99,244.89

17.38,-55.91,250.95

19.34,-61.85,251.96

19.34,-52.94,249.94

16.40,-59.87,247.92

20.32,-53.93,249.94

18.36,-54.92,251.96

26.20,-49.97,249.94

22.28,-62.84,251.96

21.30,-51.95,250.95

15.42,-46.01,251.96

22.28,-47.99,251.96

24.24,-39.08,253.98

19.34,-44.03,249.94

14.44,-35.12,252.97

20.32,-24.23,252.97

19.34,-20.27,254.99

19.34,-9.38,253.98

18.36,-20.27,254.99

22.28,-20.27,252.97

19.34,-17.30,248.93

15.42,-28.19,252.97

27.18,-12.35,251.96

18.36,-7.40,258.02

17.38,-0.47,252.97

7.57,-16.31,248.93

5.61,-12.35,253.98

3.65,10.43,258.02

-0.27,-13.34,277.21

-6.15,-6.41,275.19

26.20,-6.41,231.76

8.55,37.16,235.80

24.24,14.39,234.79

6.59,18.35,249.94

-2.23,45.08,263.07

4.63,53.00,275.19

45.81,70.82,289.33

38.95,49.04,315.60

65.42,-39.08,269.13

16.40,-48.98,283.27

47.77,-74.72,226.71

43.85,43.10,179.23

2.67,136.16,203.47

33.06,144.08,173.17

-13.01,91.61,206.51

11.49,154.97,178.22

55.61,247.05,140.85

12.48,183.69,198.42

-8.11,60.92,193.37

36.00,61.91,120.65

28.16,188.64,100.44

9.53,279.72,139.84

42.87,285.66,123.68

63.45,220.32,130.75

146.79,146.06,85.29

125.22,145.07,46.91

3.65,221.31,125.70

30.12,304.47,102.46

46.79,416.35,137.82

36.98,464.86,139.84

7.57,408.43,147.92

-4.19,314.37,167.11

-36.54,283.68,158.02

-63.99,308.43,107.52

-164.97,283.68,161.05

-176.74,145.07,88.32

-110.07,115.37,112.57

-90.46,144.08,140.85

-26.74,63.89,135.80

-2.23,16.37,174.18

-49.29,68.84,233.78

-104.19,80.72,246.91

-114.97,58.94,198.42

-133.60,-11.36,161.05

-154.19,-83.63,138.83

-182.62,-76.70,143.88

-127.72,-121.25,114.59

-137.52,-212.34,49.94

-101.25,-313.32,22.67

-53.21,-315.30,50.95

-104.19,-256.89,89.33

-100.27,-297.48,77.21

-22.82,-393.52,41.86

65.42,-359.86,57.01

108.55,-224.22,54.99

216.39,-188.58,69.13

178.16,-187.59,48.93

100.71,-54.92,-5.62

122.28,73.79,29.74

149.73,116.36,79.23

230.12,155.96,192.36

143.85,181.71,144.89

152.67,90.62,60.04

76.20,86.66,94.38

13.46,252.99,122.67

2.67,432.19,143.88

-19.88,437.14,118.63

-76.74,288.63,104.48

-145.36,221.31,99.43

-201.25,250.02,102.46

-226.74,244.08,91.35

-214.97,150.02,69.13

-184.58,115.37,72.16

-170.85,149.03,89.33

-215.95,203.49,119.64

-249.28,230.22,121.66

-252.23,175.77,99.43

-185.56,90.62,103.47

-174.78,103.49,118.63

-158.11,73.79,128.73

-163.99,138.14,164.08

-163.99,173.79,184.28

-101.25,110.42,153.98

-52.23,89.63,184.28

-53.21,139.13,208.53

-87.52,127.25,223.68

-96.35,108.44,223.68

-58.11,36.17,220.65

-48.31,-9.38,196.40

-44.39,-49.97,215.60

-19.88,-69.77,210.55

-14.98,-45.02,221.66

-23.80,6.47,234.79

-74.78,47.06,261.05

-47.33,8.45,237.82

-21.84,-17.30,223.68

-2.23,-18.29,236.81

9.53,1.51,238.83

-22.82,13.40,252.97

-29.68,3.49,248.93

-4.19,-14.33,236.81

6.59,-28.19,230.75

31.10,-38.09,228.73

36.00,-25.22,240.85

30.12,-14.33,273.17

36.98,2.50,285.29

51.69,-7.40,292.36

72.28,-0.47,293.37

78.16,-9.38,302.46

76.20,-29.18,314.59

80.12,-19.28,316.61

87.96,-24.23,319.64

103.65,-10.37,307.52

95.81,28.25,301.45

74.24,50.03,309.54

71.30,35.18,294.38

58.55,4.48,281.25

50.71,-13.34,265.09

57.57,-7.40,259.03

76.20,4.48,240.85

88.94,-0.47,243.88

91.89,-3.44,230.75

89.92,-25.22,229.74

81.10,-23.24,228.73

73.26,-17.30,221.66

64.44,-20.27,223.68

62.47,-14.33,230.75

57.57,0.52,228.73

41.89,-9.38,227.72

48.75,-22.25,233.78

57.57,15.38,250.95

65.42,25.28,260.04

57.57,10.43,257.01

37.96,-16.31,248.93

43.85,-31.16,246.91

57.57,-16.31,257.01

47.77,33.20,266.10

41.89,4.48,257.01

61.49,-29.18,236.81

57.57,-40.07,240.85

62.47,25.28,251.96

54.63,46.07,257.01

78.16,9.44,236.81

93.85,-26.21,228.73

102.67,-18.29,227.72

92.87,-2.45,221.66

83.06,8.45,214.59

72.28,-3.44,205.49

47.77,6.47,210.55

31.10,30.23,206.51

24.24,8.45,209.54

32.08,-6.41,191.35

27.18,5.48,196.40

22.28,24.29,206.51

20.32,7.46,214.59

30.12,-12.35,224.69

25.22,18.35,241.86

19.34,21.32,246.91

18.36,21.32,243.88

26.20,9.44,242.87

33.06,12.41,250.95

51.69,7.46,252.97

54.63,8.45,257.01

49.73,16.37,260.04

44.83,21.32,261.05

36.00,20.33,259.03

35.02,7.46,256.00

36.98,5.48,251.96

36.00,9.44,252.97

38.95,-5.42,244.89

43.85,-12.35,238.83

37.96,-3.44,242.87

34.04,1.51,243.88

43.85,-2.45,243.88

39.93,1.51,252.97

43.85,10.43,253.98

42.87,14.39,259.03

45.81,21.32,260.04

42.87,23.30,257.01

46.79,9.44,252.97

41.89,5.48,253.98

43.85,8.45,250.95

45.81,0.52,250.95

38.95,11.42,251.96

49.73,-7.40,242.87

41.89,-0.47,246.91

32.08,1.51,248.93

43.85,5.48,246.91

34.04,12.41,252.97

42.87,6.47,249.94

39.93,9.44,250.95

41.89,6.47,250.95

36.00,21.32,257.01

37.96,17.36,254.99

49.73,-0.47,251.96

38.95,8.45,252.97

43.85,3.49,252.97

45.81,1.51,250.95

44.83,7.46,251.96

42.87,5.48,251.96

44.83,12.41,250.95

37.96,13.40,253.98

41.89,5.48,247.92

36.98,4.48,247.92

35.02,10.43,250.95

34.04,14.39,247.92

37.96,0.52,245.90

37.96,5.48,248.93

38.95,9.44,251.96

41.89,4.48,248.93

42.87,12.41,250.95

37.96,18.35,251.96

40.91,8.45,252.97

46.79,5.48,249.94

42.87,3.49,250.95

41.89,3.49,249.94

36.98,6.47,252.97

40.91,4.48,249.94

42.87,6.47,249.94

42.87,6.47,249.94

37.96,7.46,249.94

39.93,8.45,249.94

43.85,5.48,250.95

41.89,6.47,246.91

40.91,9.44,244.89

35.02,6.47,240.85

39.93,5.48,241.86

36.98,8.45,240.85

40.91,3.49,239.84

38.95,9.44,243.88

44.83,10.43,239.84

41.89,8.45,242.87

42.87,12.41,244.89

45.81,11.42,240.85

45.81,12.41,238.83

42.87,8.45,231.76

58.55,-21.26,218.63

63.45,-12.35,220.65

54.63,7.46,221.66

58.55,-10.37,211.56

64.44,-8.39,221.66

65.42,13.40,225.70

68.36,7.46,218.63

65.42,10.43,224.69

58.55,22.31,232.77

61.49,30.23,228.73

61.49,33.20,228.73

53.65,38.15,224.69

54.63,5.48,215.60

61.49,-4.43,211.56

44.83,40.13,232.77

34.04,65.87,238.83

36.00,50.03,234.79

42.87,29.24,233.78

55.61,46.07,242.87

55.61,68.84,251.96

55.61,93.59,261.05

40.91,90.62,266.10

51.69,44.09,246.91

65.42,32.21,257.01

81.10,42.11,258.02

74.24,58.94,262.06

51.69,56.96,267.11

55.61,39.14,259.03

74.24,28.25,260.04

86.00,28.25,259.03

92.87,18.35,253.98

106.59,34.19,253.98

105.61,67.85,265.09

99.73,70.82,265.09

104.63,46.07,254.99

107.57,32.21,256.00

118.36,28.25,252.97

126.20,47.06,249.94

110.51,51.02,250.95

99.73,38.15,249.94

94.83,44.09,245.90

84.04,67.85,248.93

